PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-19,18:00:58.02,1,1,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.19402,-2.429111,-4.809009,2462.348891,226.737194,1:30,6.06031,3.30908,5.8914,-15.45961,17.70607,17.62985,2.50732,0.30269,83.88953,-5.382037,-1.659572,0.414492,,,,,,,,,,,,-10.32745,10.05973,-2.93078,50,5.85494,10.43503,-133.36062,-6.12705,-18.56397,29.18277,-14.09132,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,286b18f0-1d72-11f0-a9d5-25d042276382,90.93654,,,8.30449,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:00:58.02,2025-04-19T18:00:58.0252160-05:00,2025-04-19T23:00:58.0252160Z,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,b6e55a21-7d9d-44a7-9fbd-636731c55667,54.60577,-134.3647,14.59138,6.05741,-5.64222,-7.04566,-3.3008,11.07375,-9.28199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,,,1,2,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,1,0,Undefined,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,2acf6ec0-1d72-11f0-a9d5-25d042276382,,,,,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,,,,,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2025-04-19,18:01:10.78,1,3,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,1,1,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.24802,-2.458206,-4.14869,2455.200605,233.454943,1:45,6.05921,3.3502,5.72201,-17.73548,15.3515,19.30399,2.28419,1.08788,84.51359,-5.792711,-0.704856,0.414,68.69752,21.211273,-161.382714,2209.984297,-103.95443,15.58059,-35.96416,160.07337,50.45772,-161.297579,1.911791,-10.93075,8.78217,-3.01538,50,5.84243,8.83548,-133.62889,-6.33055,-19.84428,27.71002,-16.23042,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,302231f0-1d72-11f0-a9d5-25d042276382,91.04463,18.07587,,7.73443,,,,0.64543,2.19477,-1.05181,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:01:10.78,2025-04-19T18:01:10.7820032-05:00,2025-04-19T23:01:10.7820032Z,LineDrive,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,d6878578-9ab4-4264-bbc6-29d37f9a450a,54.77715,-134.61586,13.85501,6.05762,-5.75246,-8.11521,-3.34266,9.54229,-9.92214,0.7035,0.64545,-89.01679,6.49988,-1.22052,0.30667,-0.06354,-0.01725,0.0181,-0.00356,2.19476,36.45526,-22.44081,2.07855,-0.46441,0.07822,0.00937,-0.01091,0.00209,-1.05184,-29.98443,2.20465,-0.15338,-0.09585,0.08403,-0.00487,-0.01167,0.00293,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
4,2025-04-19,18:01:29.87,1,4,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,1,2,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.96487,-1.611973,-5.364979,1623.845614,255.591893,2:30,5.91022,3.33031,5.82161,-31.53202,5.37674,16.77446,1.77692,-0.27422,80.47265,-7.401143,-2.372776,0.437256,65.6125,47.086867,44.948985,3829.309592,71.43961,74.06644,83.64432,201.35683,197.95734,53.217408,4.427511,-9.98575,3.43886,-2.90088,50,5.7588,11.16074,-125.9563,-4.63618,-16.22162,22.90145,-26.5877,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,3b85d830-1d72-11f0-a9d5-25d042276382,86.20216,74.06041,,6.49222,,,,2.85835,2.02671,0.2296,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:01:29.87,2025-04-19T18:01:29.8785792-05:00,2025-04-19T23:01:29.8785792Z,Popup,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,f6667bb7-ada1-49ac-b1fb-341f9d19656f,54.67976,-126.80432,11.45072,5.91224,-3.65166,-13.29385,-3.32528,11.76141,-8.11081,200.843419,2.86011,46.32732,-10.80014,2.44275,-0.12833,-0.11435,0.03714,-0.00464,0.00021,2.02642,70.48347,-19.16342,1.22915,-0.12208,-0.05483,0.03089,-0.0058,0.00038,0.23042,46.26801,-5.67816,1.35705,-0.08567,-0.06073,0.02112,-0.0028,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
5,2025-04-19,18:02:01.48,1,5,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.09662,-2.768649,-5.577005,2549.4306,225.792359,1:30,6.03364,3.24649,5.85305,-17.41013,15.10265,14.23355,1.99608,-0.76564,84.31188,-6.087414,-3.041767,0.410392,,,,,,,,,,,,-9.1615,9.00485,-2.80068,50,5.79768,12.60604,-135.67805,-7.13868,-16.74221,35.12157,-15.71817,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,4e50f0d0-1d72-11f0-a9d5-25d042276382,91.84507,,,9.78474,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:02:01.48,2025-04-19T18:02:01.4812160-05:00,2025-04-19T23:02:01.4812160Z,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,ace130a8-8dac-47a1-b408-6bddda425533,54.64293,-136.87464,17.56078,6.03177,-6.60316,-7.85908,-3.23989,13.17645,-8.37111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-04-19,18:02:28.25,1,6,"kingham, n",,Right,SUL_MON,"Hamilton, Billy",571740,Left,CHA_JAL1,Undefined,1,Top,0,2,2,Undefined,Slider,InPlay,Undefined,GroundBall,Out,1,0,,85.08869,-0.332204,-2.684713,2161.855857,58.991715,8:00,5.98643,3.20514,5.5133,-41.82857,-1.77917,-5.46036,2.18974,0.23788,76.62198,-7.998495,-3.657394,0.45548,86.02208,0.184455,38.614695,2928.675698,,,,43.42216,42.58869,37.255408,0.347367,1.8335,-0.38256,-2.96723,50,5.92952,6.00705,-123.17716,-2.22565,2.75045,29.85478,-32.74792,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,5e560ba0-1d72-11f0-a9d5-25d042276382,82.75322,2.06828,,8.46672,,,,2.26489,2.06615,-0.04197,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:02:28.25,2025-04-19T18:02:28.2583040-05:00,2025-04-19T23:02:28.2583040Z,GroundBall,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,e8aedaab-0f6c-4164-a99b-0b43bca319e2,54.98305,-124.37905,14.92739,5.99258,-0.90729,-16.37396,-3.20684,5.89633,1.37522,,2.2704,98.36795,-15.61204,,,,,,,2.07026,0.24829,-17.90487,,,,,,,-0.03989,78.65721,-8.2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
7,2025-04-19,18:03:05.49,2,1,"kingham, n",,Right,SUL_MON,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,1,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.77531,-2.263265,-6.516289,2595.682182,224.792707,1:30,6.05009,3.27307,5.83676,-17.10572,15.89623,14.46146,2.5063,-1.60447,83.52009,-5.541412,-3.94952,0.413467,,,,,,,,,,,,-9.58048,9.24784,-2.74807,50,5.85455,14.7375,-134.92406,-5.88459,-17.24292,35.82761,-15.52979,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,7486bd70-1d72-11f0-a9d5-25d042276382,91.16184,,,10.25522,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:03:05.49,2025-04-19T18:03:05.4989312-05:00,2025-04-19T23:03:05.4989312Z,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,456bd184-922d-4970-b653-68ad5060b399,54.65645,-136.15491,17.91381,6.04755,-5.35107,-7.76489,-3.26456,15.32988,-8.62146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-04-19,18:03:17.14,2,2,"kingham, n",,Right,SUL_MON,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,1,1,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.06251,-2.415632,-5.61225,2510.103876,220.927316,1:15,6.04275,3.21649,5.96361,-16.76103,16.17587,12.96422,2.39407,-0.92361,83.73352,-5.620815,-3.299297,0.41306,,,,,,,,,,,,-8.44304,9.42064,-2.77735,50,5.841,12.62175,-134.28976,-6.19081,-15.19096,33.07833,-15.22415,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,7b735a80-1d72-11f0-a9d5-25d042276382,91.25183,,,9.32899,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:03:17.14,2025-04-19T18:03:17.1407872-05:00,2025-04-19T23:03:17.1407872Z,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,079d7c42-52f5-4405-ba11-f4e5ed81e39a,54.53218,-135.40153,16.53917,6.04047,-5.67912,-7.61207,-3.21014,13.13232,-7.59548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-04-19,18:03:30.05,2,3,"kingham, n",,Right,SUL_MON,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,1,2,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.81268,-2.437259,-3.808467,2415.953987,233.355413,1:45,5.92447,3.35631,5.80035,-21.89517,10.70477,13.01615,1.82668,0.89365,85.12449,-6.50875,-1.481431,0.410941,90.36901,-11.268476,-75.474547,,,,,11.68554,10.99147,-62.679981,0.074388,-7.75213,6.43433,-3.05128,50,5.71064,8.39507,-134.51017,-6.4975,-14.23497,28.55571,-20.3589,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,83271820-1d72-11f0-a9d5-25d042276382,91.7222,1.92948,,7.68818,,,,2.9344,1.92948,-1.0078,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:03:30.05,2025-04-19T18:03:30.0558336-05:00,2025-04-19T23:03:30.0558336Z,GroundBall,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,ce1826fa-5f22-4dcb-baa9-61b95ae32916,54.69948,-135.50416,14.27785,5.92448,-5.78883,-10.17945,-3.35213,8.89057,-7.11748,180,2.93381,32.65055,,,,,,,,1.92994,-25.93813,,,,,,,,-1.00555,-126.01933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,High,,,
10,2025-04-19,18:03:54.60,2,4,"kingham, n",,Right,SUL_MON,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,1,2,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.57511,-0.36832,-5.026433,2249.805373,20.346018,6:45,5.99737,3.36317,5.81594,-43.77924,-3.73587,-1.80315,2.00531,-1.47264,77.55879,-8.332063,-5.347834,0.455446,,,,,,,,,,,,-0.36602,-1.52835,-2.94959,50,5.94067,10.72193,-121.11676,-2.27011,-0.54765,22.0375,-34.46088,SUL_MON,CHA_JAL1,EstadioMonterrey,Undefined Level,MEX,20250419-EstadioMonterrey-1,91c80f10-1d72-11f0-a9d5-25d042276382,82.75943,,,6.01633,,,,,,,cb02c13e-98ca-49fd-94b7-23d6e8c3b812,2025-04-19,23:03:54.60,2025-04-19T18:03:54.6098176-05:00,2025-04-19T23:03:54.6098176Z,,v3,562,6304,809527,"Escarrega, Christopher",692473,Right,SUL_MON,d3307aa4-31e3-46a1-b74e-51579124c444,54.68509,-121.96624,11.01875,6.00257,-0.94174,-17.23044,-3.3633,10.74304,-0.27383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
