PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-05-15,20:36:11.92,1,1,"Doubront, Felix",467094,Left,GEN_MEX,"Fargas, Johneshwy",641561,Right,CHA_JAL1,Undefined,1,Top,0,0,0,Undefined,Four-Seam,InPlay,Undefined,Bunt,Single,0,0,,88.95476,-1.206777,2.354769,2077.909536,146.246182,10:45,6.41434,-1.58488,6.01852,-22.2869,12.42205,-7.65965,3.43817,-0.04076,82.39786,-5.364167,0.977727,0.424026,37.02788,-0.873791,24.166978,1574.959967,,,,28.80607,27.98649,20.757558,0.464645,4.5715,6.99819,1.40469,50,6.30738,-5.01873,-129.3443,-3.43923,7.84325,23.75588,-20.16739,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,26547370-31f6-11f0-8c2b-77b70213ffba,88.89188,3.75092,,6.5569,,,,4.51522,3.75092,0.13042,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:36:11.92,2025-05-15T20:36:11.9233536-05:00,2025-05-16T01:36:11.9233536Z,GroundBall,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,60737e94-e0ce-4f26-867b-53e26ad0d900,54.48428,-130.16529,11.87794,6.41419,-2.74226,-10.08369,1.58282,-5.28979,3.92162,207.43332,4.51597,49.51984,-2.73069,,,,,,,3.7535,-0.90125,-15.45805,,,,,,,0.13073,22.22171,-1.14366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
2,2025-05-15,20:37:10.14,2,1,"Doubront, Felix",467094,Left,GEN_MEX,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,0,0,0,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,88.73677,-0.60024,2.907174,2132.521657,158.576814,11:15,6.40824,-1.57532,6.62296,-21.92726,11.86469,-4.33024,4.03057,0.72833,82.90116,-4.719724,2.120631,0.418387,,,,,,,,,,,,2.91366,6.66311,1.37973,50,6.35813,-6.40274,-129.17496,-1.98,5.03549,21.14506,-20.65866,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,49120940-31f6-11f0-8c2b-77b70213ffba,90.08993,,,5.83562,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:37:10.14,2025-05-15T20:37:10.1400576-05:00,2025-05-16T01:37:10.1400576Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,4b574e81-702f-407e-b652-b9bb9079bdcc,53.87934,-129.80843,10.57253,6.40818,-1.3611,-10.32933,1.57381,-6.5536,2.51774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-05-15,20:37:33.62,2,2,"Doubront, Felix",467094,Left,GEN_MEX,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,0,1,0,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,85.76262,0.292111,1.427091,2052.792804,202.965548,12:45,6.29691,-1.471,5.69419,-29.67671,8.06441,2.98567,4.09617,0.10805,79.51256,-5.175567,1.960785,0.442159,,,,,,,,,,,,-1.18051,4.35819,1.3492,50,6.30279,-3.22947,-124.71231,-0.37737,-1.88565,21.73532,-25.21254,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,5701d8a0-31f6-11f0-8c2b-77b70213ffba,85.24631,,,6.25006,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:37:33.62,2025-05-15T20:37:33.6267776-05:00,2025-05-16T01:37:33.6267776Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,08fb6f8f-57d9-4839-a7d8-6f7924baae5b,54.80654,-125.54722,10.86766,6.29868,0.59111,-12.60627,1.47186,-3.15704,-0.94282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-05-15,20:38:22.52,2,3,"Doubront, Felix",467094,Left,GEN_MEX,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,0,2,0,Undefined,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.42273,-0.839798,2.219864,2034.47826,217.399891,1:15,6.24643,-1.60421,5.97115,-27.84313,8.78012,6.0052,3.14694,0.95532,80.70242,-5.974891,3.298106,0.435562,54.55179,77.756608,168.361563,,,,,,7.58442,,,-2.62185,4.99327,1.4249,50,6.16407,-5.10522,-125.74048,-2.75178,-4.2776,20.93816,-24.02741,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,743ce8b0-31f6-11f0-8c2b-77b70213ffba,86.53753,39.48233,,5.72031,,,,2.32201,3.23465,-0.90186,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:38:22.52,2025-05-15T20:38:22.5228288-05:00,2025-05-16T01:38:22.5228288Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,d8abcd37-05ee-4cf9-9b1f-b69ce847d53a,54.53159,-126.49282,10.46908,6.24744,-1.88843,-12.0137,1.60557,-4.95152,-2.1388,359.559507,2.32201,-16.6183,-2.93817,1.01913,-0.23159,0.03233,0.03721,-0.05674,0.02721,3.23465,78.1894,-22.9957,2.28963,-0.45374,0.07052,0.00144,-0.01755,0.00907,-0.90186,3.42287,0.44579,-0.15155,0.03405,-0.00475,-0.00543,0.00827,-0.00397,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
5,2025-05-15,20:38:54.11,2,4,"Doubront, Felix",467094,Left,GEN_MEX,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,0,2,1,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.75965,-0.041627,1.557861,2070.566696,199.261706,12:45,6.24493,-1.69515,5.63721,-29.15423,7.74638,2.36512,3.77656,-0.0443,80.59146,-5.400434,1.980219,0.437208,,,,,,,,,,,,-0.83992,4.25591,1.56115,50,6.22261,-3.52997,-126.17126,-1.11002,-1.37562,21.81556,-25.20366,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,86f69c30-31f6-11f0-8c2b-77b70213ffba,86.21165,,,6.16819,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:38:54.11,2025-05-15T20:38:54.1155840-05:00,2025-05-16T01:38:54.1155840Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,4aac887c-f9d2-407d-a2d5-6f9a824602f1,54.86382,-127.00945,10.90778,6.24665,-0.14165,-12.60183,1.69576,-3.47711,-0.68781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-05-15,20:40:21.15,2,5,"Doubront, Felix",467094,Left,GEN_MEX,"Wielansky, Michael",681933,Right,CHA_JAL1,Undefined,1,Top,0,3,1,Undefined,Cutter,BallCalled,Walk,Undefined,Undefined,0,0,,88.35639,-3.084358,1.670664,2081.446463,193.021189,12:30,6.17772,-1.61467,6.16683,-25.68663,9.15808,1.91043,1.18418,0.08817,82.67642,-7.819953,2.015571,0.424854,,,,,,,,,,,,-0.62181,5.73114,1.48709,50,5.93036,-3.82021,-128.44312,-7.7493,-1.05887,21.78163,-22.41472,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,baf6fcf0-31f6-11f0-8c2b-77b70213ffba,88.71858,,,5.67997,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:40:21.15,2025-05-15T20:40:21.1598336-05:00,2025-05-16T01:40:21.1598336Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,ca6bb2ce-1512-451c-96fb-6ee2e680602a,54.33518,-129.1762,10.89082,6.17847,-6.99491,-11.20736,1.61506,-3.78457,-0.52944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-05-15,20:41:03.48,3,1,"Doubront, Felix",467094,Left,GEN_MEX,"Diaz, Edwin",641521,Right,CHA_JAL1,Undefined,1,Top,0,0,0,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.25907,-2.903893,3.469649,2154.388218,154.400408,11:15,6.2985,-1.48863,6.50062,-19.26883,13.26749,-5.91528,2.02017,1.20703,84.5456,-6.529702,2.398173,0.41054,,,,,,,,,,,,3.97288,7.97233,1.24821,50,6.08621,-7.80701,-132.48189,-7.29313,7.14398,25.1822,-17.83831,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,d4251040-31f6-11f0-8c2b-77b70213ffba,91.81188,,,6.71347,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:41:03.48,2025-05-15T20:41:03.4804736-05:00,2025-05-16T01:41:03.4804736Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,628b921e-51c5-48b5-be5d-ed62620dda8d,54.00121,-133.24027,12.5911,6.29776,-6.75591,-8.91915,1.48656,-8.02216,3.57199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-05-15,20:41:50.63,3,2,"Doubront, Felix",467094,Left,GEN_MEX,"Diaz, Edwin",641521,Right,CHA_JAL1,Undefined,1,Top,0,0,1,Undefined,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.56315,-2.825845,1.386744,2173.007869,178.540128,12:00,6.20004,-1.68449,6.34292,-23.25304,10.39729,-0.24291,1.65787,-0.42781,83.71027,-7.144244,1.342747,0.417509,72.89449,-49.127336,-92.726221,,,,,2.32381,2.13241,-26.720065,0.022192,0.43807,6.34075,1.58378,50,5.98317,-3.14479,-130.2856,-7.15354,0.7674,22.44579,-21.06618,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,f03f1ff0-31f6-11f0-8c2b-77b70213ffba,90.27926,1.79846,,5.85287,,,,2.14968,1.79846,0.50976,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:41:50.63,2025-05-15T20:41:50.6329088-05:00,2025-05-16T01:41:50.6329088Z,GroundBall,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,dac1c099-cc84-47ff-9f65-bf2c50db597f,54.15972,-131.00028,11.2229,6.20027,-6.48279,-10.53309,1.6843,-3.16922,0.3837,,2.14971,-3.33573,,,,,,,,1.79917,-81.04066,,,,,,,,0.51037,-70.05259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
9,2025-05-15,20:42:22.26,3,3,"Doubront, Felix",467094,Left,GEN_MEX,"Diaz, Edwin",641521,Right,CHA_JAL1,Undefined,1,Top,0,0,2,Undefined,Four-Seam,InPlay,Undefined,LineDrive,Single,0,1,,91.47541,-1.986379,3.057059,2164.103797,159.598918,11:15,6.32074,-1.57345,6.53684,-17.71473,14.24635,-5.00063,3.0192,0.81656,85.44295,-5.323373,2.150353,0.406895,79.37734,24.027753,-14.191745,1328.779316,106.73368,34.13516,-26.60615,262.65519,260.07306,-13.344738,3.033088,3.30929,8.19741,1.36351,50,6.1749,-6.91946,-133.06365,-5.13006,6.06477,22.61738,-17.15108,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,031694a0-31f7-11f0-8c2b-77b70213ffba,92.63433,35.60046,,6.03247,,,,1.32951,2.99179,-0.80836,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:42:22.26,2025-05-15T20:42:22.2671360-05:00,2025-05-16T01:42:22.2671360Z,LineDrive,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,dc94dd09-e6dc-45d8-8b6a-2588e5519fe4,53.96604,-133.73607,11.30869,6.31984,-4.62015,-8.57554,1.57191,-7.09976,3.03239,207.323816,1.32916,103.10128,-9.76981,2.0741,-0.77145,0.39092,-0.15004,0.0313,-0.0026,2.99198,47.39622,-18.8214,1.34634,-0.08473,-0.10124,0.05556,-0.01175,0.00091,-0.80831,-26.07124,3.31476,-0.67978,0.18634,-0.0712,0.02469,-0.00511,0.00043,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
10,2025-05-15,20:43:18.09,4,1,"Doubront, Felix",467094,Left,GEN_MEX,"Garlick, Kyle",664247,Right,CHA_JAL1,Undefined,1,Top,0,0,0,Undefined,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.96512,-0.821253,1.461285,2106.038213,205.694021,12:45,6.2046,-1.64843,5.90884,-25.80541,9.44182,4.1354,3.29156,0.05285,82.40716,-5.578304,2.203627,0.427301,,,,,,,,,,,,-1.82201,5.30221,1.52873,50,6.12364,-3.43344,-128.06674,-2.7014,-3.1001,20.37009,-23.15253,GEN_MEX,CHA_JAL1,FransicoVilla,Independent,MEX,20250515-FransicoVilla-1,24491da0-31f7-11f0-8c2b-77b70213ffba,88.21053,,,5.55796,,,,,,,db9c0d6c-3043-4e21-ba53-559bc77e75d8,2025-05-16,01:43:18.09,2025-05-15T20:43:18.0965888-05:00,2025-05-16T01:43:18.0965888Z,,v3,4444,6304,809316,"Garzon, Carlos",604996,Right,GEN_MEX,fbb220db-aa44-472f-b9a7-098f1bdbfe9f,54.59316,-128.79525,10.18504,6.20544,-1.87338,-11.57627,1.64954,-3.32258,-1.55005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
