PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-26,19:00:17.22,1,1,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.79417,-0.325843,-3.399338,2436.581898,213.848044,1:15,5.41689,3.27043,5.96614,-17.54564,13.82603,8.68099,3.65211,0.83838,86.50958,-3.625396,-1.843206,0.403125,,,,,,,,,,,,-5.27288,7.45437,-3.00552,50,5.38109,7.71016,-136.21556,-1.34356,-10.02818,26.49144,-17.99699,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,9a6eb3c0-22fa-11f0-88bd-498894f13464,93.50054,,,7.2846,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:00:17.22,2025-04-26T19:00:17.2244480-05:00,2025-04-27T00:00:17.2244480Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,db44e22b-d94e-4c5a-a300-ca52497c42fa,54.53216,-137.09414,13.24572,5.41575,-0.74669,-8.99849,-3.26674,8.04275,-5.01409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-04-26,19:00:30.11,1,2,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,1,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.45729,-1.480113,-4.483438,2507.019921,193.135567,12:30,5.31249,3.3812,5.99582,-28.69553,5.66449,1.1141,1.54514,-0.68903,83.44272,-6.749209,-4.284003,0.421889,,,,,,,,,,,,-1.60209,3.51929,-3.02822,50,5.17949,10.13495,-129.81874,-4.34197,-2.78246,22.66443,-26.06189,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,a239c9f0-22fa-11f0-88bd-498894f13464,89.34208,,,6.01457,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:00:30.11,2025-04-26T19:00:30.1176320-05:00,2025-04-27T00:00:30.1176320Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,dcbd43f9-2e32-4fc9-ab93-6143640a2e6b,54.50494,-130.60287,11.33221,5.31411,-3.4403,-13.03095,-3.38053,10.23121,-1.39123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-04-26,19:00:44.64,1,3,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,1,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.39511,-2.892235,-4.553829,2500.821183,217.560509,1:15,5.49009,3.12549,6.06856,-17.78647,13.15434,9.44701,1.32071,-0.31018,87.44639,-6.217731,-2.86027,0.400348,,,,,,,,,,,,-5.99339,7.76221,-2.77723,50,5.25558,10.49921,-136.80585,-7.51309,-11.51856,26.19532,-17.25601,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,aada3180-22fa-11f0-88bd-498894f13464,94.1493,,,6.94873,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:00:44.64,2025-04-26T19:00:44.6427136-05:00,2025-04-27T00:00:44.6427136Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,b43b34e5-8773-4d89-8893-0e52cf1752c1,54.43165,-137.6518,13.09766,5.48921,-6.95583,-8.62801,-3.1223,10.87119,-5.75928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-04-26,19:00:59.96,1,4,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,2,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.29076,0.226976,-3.794817,2450.725971,207.421509,1:00,5.42625,3.13537,6.14537,-17.49536,14.00513,6.81307,4.1785,0.19143,86.07171,-3.073912,-2.570722,0.403952,,,,,,,,,,,,-4.42587,7.45764,-2.8495,50,5.43431,8.69427,-135.4622,-0.00301,-8.32999,26.01255,-18.13792,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,b3eae710-22fa-11f0-88bd-498894f13464,93.30914,,,7.21905,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:00:59.96,2025-04-26T19:00:59.9660544-05:00,2025-04-27T00:00:59.9660544Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,c86a43e0-4983-49be-bdb1-71fd81831f58,54.35275,-136.29549,13.00627,5.4251,0.57802,-9.06896,-3.13229,8.96111,-4.16499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-04-26,19:01:14.89,1,5,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,3,1,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.88789,-0.841259,-2.928082,2395.194696,212.640883,1:00,5.3102,3.35246,5.86262,-27.99151,6.24752,3.39752,2.19499,0.9131,83.309,-6.000276,-2.319466,0.421146,,,,,,,,,,,,-2.45228,3.69551,-3.11699,50,5.22547,6.53828,-130.60052,-2.89996,-4.28973,24.20137,-25.70954,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,bceaacb0-22fa-11f0-88bd-498894f13464,89.4998,,,6.57889,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:01:14.89,2025-04-26T19:01:14.8975104-05:00,2025-04-27T00:01:14.8975104Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,c94a250a-c4aa-437d-b664-1da44f3979b8,54.63676,-131.45694,12.10068,5.31199,-1.99017,-12.85477,-3.35104,6.69008,-2.14487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-04-26,19:01:39.58,1,6,"Conley, Bryce",676785,Right,CHA_JAL1,"Carr, Jared",702250,Left,REI_MEX,Undefined,1,Top,0,3,2,Undefined,Cutter,InPlay,Undefined,Popup,Single,0,0,,90.26417,-0.241443,-3.838418,2522.347308,167.940478,11:30,5.39091,3.31167,5.61648,-27.43773,6.78764,-1.25768,2.87859,-0.38079,83.87172,-5.270418,-4.062091,0.421061,67.08145,34.672348,-5.342894,4012.156009,108.58824,51.55163,-17.56647,229.43575,228.87637,-13.57731,3.846248,-0.24917,3.77264,-2.9828,50,5.35235,8.8457,-131.04302,-1.55071,-0.4403,23.49623,-25.50784,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,cb9c9390-22fa-11f0-88bd-498894f13464,89.51767,52.4255,,6.39245,,,,1.2716,2.89536,0.40513,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:01:39.58,2025-04-26T19:01:39.5821568-05:00,2025-04-27T00:01:39.5821568Z,FlyBall,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,7446873f-6e8e-4fac-8beb-edc323e33a3e,54.88368,-131.91576,11.74811,5.39236,-0.60325,-12.75392,-3.31166,8.86206,-0.22015,146.335932,1.27216,80.54939,-10.89324,2.21282,-0.37167,0.06216,-0.01806,0.00421,-0.00037,2.89535,55.9679,-17.24839,0.97861,-0.04985,-0.07662,0.03934,-0.00787,0.00057,0.40528,-7.53812,-3.23788,0.69401,-0.12072,0.0183,-0.00404,0.00089,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
7,2025-04-26,19:02:18.70,2,1,"Conley, Bryce",676785,Right,CHA_JAL1,"Rodriguez, Alberto",679754,Left,REI_MEX,Undefined,1,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.7119,-0.77556,-3.194758,2413.623994,207.889177,1:00,5.31149,3.23245,6.56028,-15.68115,15.71997,7.84823,3.29254,0.95448,85.49592,-3.774308,-1.77159,0.403315,,,,,,,,,,,,-4.90595,8.72835,-3.01524,50,5.25094,7.21024,-134.76265,-2.248,-9.1188,26.34308,-15.95048,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,e2d391d0-22fa-11f0-88bd-498894f13464,93.45663,,,7.21598,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:02:18.70,2025-04-26T19:02:18.7000000-05:00,2025-04-27T00:02:18.7000000Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,6309a80a-1998-4d95-a6db-0755cf6fc203,53.93821,-135.53029,13.17154,5.30968,-1.7832,-7.97524,-3.22922,7.47596,-4.5594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.11567,2.008648,0.718438,1.29021,-1.11888,3.12147,-0.87758,-1.4008,6.21587,-1.40228,127.27662,1.91039,3.11135,-1.29465,109.73461,-7.89228,6.2369,12.16876,-12.04906,-1.40324,3.48215,0.01379,High,High,High,,,High,High,High
8,2025-04-26,19:02:49.87,2,2,"Conley, Bryce",676785,Right,CHA_JAL1,"Rodriguez, Alberto",679754,Left,REI_MEX,Undefined,1,Top,0,1,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.07544,-1.630517,-3.375885,2534.595636,224.721144,1:30,5.30642,3.20475,6.40286,-18.95997,11.45776,10.57745,2.22408,0.97832,87.67752,-5.184995,-1.462845,0.396949,,,,,,,,,,,,-6.28221,6.60441,-2.9674,50,5.18047,7.64444,-136.79299,-4.49346,-12.15378,24.22927,-19.39689,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,f585a430-22fa-11f0-88bd-498894f13464,94.95535,,,6.39792,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:02:49.87,2025-04-26T19:02:49.8766848-05:00,2025-04-27T00:02:49.8766848Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,bf2655da-4224-4bae-b5e8-3cfc0933680d,54.09764,-137.51686,12.11463,5.30606,-3.91396,-9.69844,-3.20121,8.00755,-6.07689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-04-26,19:03:05.37,2,3,"Conley, Bryce",676785,Right,CHA_JAL1,"Rodriguez, Alberto",679754,Left,REI_MEX,Undefined,1,Top,0,1,1,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.64664,-0.15699,-5.008541,2073.165882,265.314471,2:45,5.32641,3.19302,6.36286,-35.96608,2.04382,12.13473,2.18422,-0.41661,78.51135,-6.811144,-2.821511,0.443731,,,,,,,,,,,,-7.53989,1.4339,-2.83538,50,5.29821,10.31636,-122.81224,-1.45464,-11.6697,21.27356,-29.95474,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,fec4bcc0-22fa-11f0-88bd-498894f13464,84.94434,,,6.13529,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:03:05.37,2025-04-26T19:03:05.3736960-05:00,2025-04-27T00:03:05.3736960Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,439f6cb1-27f5-4c1f-aed6-f131ab6b7489,54.1377,-123.5269,10.63678,5.33017,-0.44835,-14.97737,-3.18853,10.70838,-5.83485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-04-26,19:03:21.31,2,4,"Conley, Bryce",676785,Right,CHA_JAL1,"Rodriguez, Alberto",679754,Left,REI_MEX,Undefined,1,Top,0,1,2,Undefined,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,1,0,,95.42149,-2.340375,-4.725438,2579.600621,225.878587,1:30,5.40299,3.10414,6.22545,-18.51812,11.35036,10.91237,1.69192,-0.3563,88.97293,-5.794265,-2.763875,0.393349,,,,,,,,,,,,-6.6917,6.65276,-2.75562,50,5.218,10.98552,-138.438,-6.2851,-13.27367,24.49266,-18.97759,CHA_JAL1,REI_MEX,Panamericano,Undefined Level,MEX,20250426-Panamericano-1,0824cad0-22fb-11f0-88bd-498894f13464,95.82446,,,6.44856,,,,,,,cd07280e-4afd-4d89-939e-d04f5bc8805f,2025-04-27,00:03:21.31,2025-04-26T19:03:21.3190000-05:00,2025-04-27T00:03:21.3190000Z,,v3,6304,528,809135,"Mendivil, Carlos",641104,Right,CHA_JAL1,302149cd-ff37-4afb-9534-46e531c8f8f6,54.27497,-139.19227,12.24633,5.40256,-5.70066,-9.4888,-3.10023,11.39429,-6.63684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9674,,,0.918481,,,,-1.6003,5.61855,-4.36269,70.90828,9.28122,-54.07602,-1.55562,83.31181,-4.7832,5.6589,17.09815,-14.29741,-4.41459,-58.56154,4.86194,High,High,High,,,High,High,High
